line_id,trip,depart,arrive,headway_min,runtime_min,dwell_s_default,stops
L1,L1_A,11:00,11:53,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,11:00,11:53,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,11:15,12:08,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,11:15,12:08,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,11:30,12:23,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,11:30,12:23,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,11:45,12:38,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,11:45,12:38,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,12:00,12:53,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,12:00,12:53,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,12:15,13:08,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,12:15,13:08,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,12:30,13:23,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,12:30,13:23,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,12:45,13:38,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,12:45,13:38,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,13:00,13:53,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,13:00,13:53,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,13:15,14:08,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,13:15,14:08,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,13:30,14:23,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,13:30,14:23,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,13:45,14:38,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,13:45,14:38,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,14:00,14:53,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,14:00,14:53,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,14:15,15:08,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,14:15,15:08,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,14:30,15:23,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,14:30,15:23,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,14:45,15:38,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,14:45,15:38,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,15:00,15:53,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,15:00,15:53,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,15:15,16:08,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,15:15,16:08,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,15:30,16:23,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,15:30,16:23,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
L1,L1_A,15:45,16:38,15,53,35,"['Fallback Line_S0', 'Fallback Line_S1', 'Fallback Line_S2', 'Fallback Line_S3', 'Fallback Line_S4', 'Fallback Line_S5', 'Fallback Line_S6', 'Fallback Line_S7', 'Fallback Line_S8', 'Fallback Line_S9', 'Fallback Line_S10', 'Fallback Line_S11', 'Fallback Line_S12', 'Fallback Line_S13', 'Fallback Line_S14', 'Fallback Line_S15', 'Fallback Line_S16', 'Fallback Line_S17', 'Fallback Line_S18', 'Fallback Line_S19', 'Fallback Line_S20', 'Fallback Line_S21', 'Fallback Line_S22', 'Fallback Line_S23', 'Fallback Line_S24', 'Fallback Line_S25', 'Fallback Line_S26']"
L1,L1_B,15:45,16:38,15,53,35,"['Fallback Line_S26', 'Fallback Line_S25', 'Fallback Line_S24', 'Fallback Line_S23', 'Fallback Line_S22', 'Fallback Line_S21', 'Fallback Line_S20', 'Fallback Line_S19', 'Fallback Line_S18', 'Fallback Line_S17', 'Fallback Line_S16', 'Fallback Line_S15', 'Fallback Line_S14', 'Fallback Line_S13', 'Fallback Line_S12', 'Fallback Line_S11', 'Fallback Line_S10', 'Fallback Line_S9', 'Fallback Line_S8', 'Fallback Line_S7', 'Fallback Line_S6', 'Fallback Line_S5', 'Fallback Line_S4', 'Fallback Line_S3', 'Fallback Line_S2', 'Fallback Line_S1', 'Fallback Line_S0']"
